Event,Details,Gender,Day,Date,Start Time,End Time,Duration,Venue,Lat,Lon,Dist
Archery,Individual: 1/32 & 1/16 eliminations Individual: 1/32 & 1/16 eliminations,Men & Women,Wed,1-Aug,15:00,19:00,4:00,"Lord's Cricket Ground, London ",51.52950499,-0.172798634,200
Archery,Individual: 1/8 eliminations,Women,Thur,2-Aug,9:00,10:45,1:45,"Lord's Cricket Ground, London ",51.52950499,-0.172798634,200
Archery,"Individual: quarter-finals, semi-finals, bronze medal match, gold medal match, victory ceremony",Women,Thur,2-Aug,14:00,16:20,2:20,"Lord's Cricket Ground, London ",51.52950499,-0.172798634,200
Archery,Individual: ranking round,Women,Fri,27-Jul,13:00,15:00,2:00,"Lord's Cricket Ground, London ",51.52950499,-0.172798634,200
Archery,Team: 1/8 eliminations,Women,Sun,29-Jul,9:00,12:20,3:20,"Lord's Cricket Ground, London ",51.52950499,-0.172798634,200
Archery,"Team: quarter-finals, semi-finals, bronze medal match, gold medal match, victory ceremony",Women,Sun,29-Jul,15:00,19:00,4:00,"Lord's Cricket Ground, London ",51.52950499,-0.172798634,200
Athletics,20km Race Walk,Men,Sat,4-Aug,17:00,18:30,1:30,"The Mall, London",51.5037329,-0.1360348,750
Athletics,"100m: classification heats, round 1",Men,Sat,4-Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,400m: round 1,Men,Sat,4-Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,3000m steeplechase: round 1,Women,Sat,4-Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Pole Vault: qualifying,Women,Sat,4-Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"Heptathlon: long jump, javelin",Women,Sat,4-Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,100m: victory ceremony,Men,Mon,6-Aug,18:50,21:40,2:50,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,400m: final,Men,Mon,6-Aug,18:50,21:40,2:50,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"400m Hurdles: final, victory ceremony",Men,Mon,6-Aug,18:50,21:40,2:50,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,3000m Steeplechase: victory ceremony,Men,Mon,6-Aug,18:50,21:40,2:50,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Hammer: victory ceremony,Men,Mon,6-Aug,18:50,21:40,2:50,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,200m: round 1,Women,Mon,6-Aug,18:50,21:40,2:50,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,400m Hurdles: semi-finals,Women,Mon,6-Aug,18:50,21:40,2:50,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,3000m Steeplechase: final,Women,Mon,6-Aug,18:50,21:40,2:50,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Pole Vault: final,Women,Mon,6-Aug,18:50,21:40,2:50,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"Shot Put: final, victory ceremony.",Women,Mon,6-Aug,18:50,21:40,2:50,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,110m Hurdles: round 1,Men,Tue,7-Aug,10:00,12:35,2:35,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,200m: round 1,Men,Tue,7-Aug,10:00,12:35,2:35,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Triple Jump: qualifying,Men,Tue,7-Aug,10:00,12:35,2:35,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,5000m: round 1,Women,Tue,7-Aug,10:00,12:35,2:35,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Javelin: qualifying.,Women,Tue,7-Aug,10:00,12:35,2:35,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"110m Hurdles: semi-finals, final",Men,Wed,8-Aug,18:00,21:55,3:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,200m: semi-finals,Men,Wed,8-Aug,18:00,21:55,3:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,1500m: victory ceremony,Men,Wed,8-Aug,18:00,21:55,3:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,High Jump: victory ceremony,Men,Wed,8-Aug,18:00,21:55,3:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Discus: victory ceremony,Men,Wed,8-Aug,18:00,21:55,3:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Javelin: qualifying,Men,Wed,8-Aug,18:00,21:55,3:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"Decathlon: high jump, 400m",Men,Wed,8-Aug,18:00,21:55,3:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,100m Hurdles: victory ceremony,Women,Wed,8-Aug,18:00,21:55,3:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,200m: final,Women,Wed,8-Aug,18:00,21:55,3:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"400m Hurdles: final, victory ceremony",Women,Wed,8-Aug,18:00,21:55,3:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,1500m: semi-finals,Women,Wed,8-Aug,18:00,21:55,3:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Long Jump: final.,Women,Wed,8-Aug,18:00,21:55,3:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,110m Hurdles: victory ceremony,Men,Thur,9-Aug,18:30,22:10,3:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"200m: final, victory ceremony",Men,Thur,9-Aug,18:30,22:10,3:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"800m: final, victory ceremony",Men,Thur,9-Aug,18:30,22:10,3:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"Triple Jump: final, victory ceremony",Men,Thur,9-Aug,18:30,22:10,3:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"Decathlon: javelin, 1500m WOMEN - 200m: victory ceremony",Women,Thur,9-Aug,18:30,22:10,3:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,800m: semi-finals 4 x 100m Relay: round 1,Women,Thur,9-Aug,18:30,22:10,3:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Long Jump: victory ceremony,Women,Thur,9-Aug,18:30,22:10,3:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Javelin: final .,Women,Thur,9-Aug,18:30,22:10,3:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,1500m: round 1,Men,Fri,3-Aug,19:00,21:55,2:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Long Jump: qualifying,Men,Fri,3-Aug,19:00,21:55,2:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Shot Put: final,Men,Fri,3-Aug,19:00,21:55,2:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,100m: round 1,Women,Fri,3-Aug,19:00,21:55,2:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"10,000m: final",Women,Fri,3-Aug,19:00,21:55,2:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Discus: qualifying,Women,Fri,3-Aug,19:00,21:55,2:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"Heptathlon: shot put, 200m.",Women,Fri,3-Aug,19:00,21:55,2:55,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,4 x 100m Relay: round 1,Men,Fri,10-Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,4 x 400m Relay: final,Men,Fri,10-Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Pole Vault: final,Men,Fri,10-Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Decathlon: victory ceremony,Men,Fri,10-Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,1500m: final,Women,Fri,10-Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"5000m: final, victory ceremony",Women,Fri,10-Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"4 x 100m Relay: final, victory ceremony",Women,Fri,10-Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,4 x 400m Relay: round 1,Women,Fri,10-Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"Hammer: final, victory ceremony",Women,Fri,10-Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Javelin: victory ceremony.,Women,Fri,10-Aug,19:00,21:40,2:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,4 x 400m Relay: round 1,Men,Thur,9-Aug,9:00,16:00,7:00,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"Decathlon: 110m hurdles, discus, pole vault",Men,Thur,9-Aug,9:00,16:00,7:00,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,High Jump: qualifying.,Women,Thur,9-Aug,9:00,16:00,7:00,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,400m Hurdles: round 1,Men,Fri,3-Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,3000m Steeplechase: round 1,Men,Fri,3-Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Hammer: qualifying,Men,Fri,3-Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Shot Put: qualifying,Men,Fri,3-Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,100m: classification heats,Women,Fri,3-Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,400m: round 1,Women,Fri,3-Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Triple Jump: qualifying,Women,Fri,3-Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"Heptathlon: 100m hurdles, high jump.",Women,Fri,3-Aug,10:00,13:45,3:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,400m Hurdles: semi-finals,Men,Sat,4-Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"10,000m: final",Men,Sat,4-Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Long Jump: final,Men,Sat,4-Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Shot Put: victory ceremony,Men,Sat,4-Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,20km Race Walk: victory ceremony,Men,Sat,4-Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"100m: semi-finals, final",Women,Sat,4-Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,400m: semi-finals,Women,Sat,4-Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"10,000m: victory ceremony",Women,Sat,4-Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"Discus: final, victory ceremony",Women,Sat,4-Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"Heptathlon: 800m, victory ceremony.",Women,Sat,4-Aug,18:50,22:05,3:15,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,400m: victory ceremony,Men,Tue,7-Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,800m: semi-finals,Men,Tue,7-Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,1500m: final,Men,Tue,7-Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,High Jump: final,Men,Tue,7-Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Discus: final,Men,Tue,7-Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"100m Hurdles: semi-finals, final",Women,Tue,7-Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,200m: semi-finals,Women,Tue,7-Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,3000m Steeplechase: victory ceremony,Women,Tue,7-Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Long Jump: qualifying,Women,Tue,7-Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Pole Vault: victory ceremony.,Women,Tue,7-Aug,18:50,21:20,2:30,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"5000m: final, victory ceremony",Men,Sat,11-Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"4 x 100m Relay: final, victory ceremony",Men,Sat,11-Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,4 x 400m Relay: victory ceremony,Men,Sat,11-Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Pole Vault: victory ceremony,Men,Sat,11-Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"Javelin: final, victory ceremony",Men,Sat,11-Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,50km Race Walk: victory ceremony,Men,Sat,11-Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"800m: final, victory ceremony",Women,Sat,11-Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"4 x 400m Relay: final, victory ceremony",Women,Sat,11-Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"High Jump: final, victory ceremony",Women,Sat,11-Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Hammer: victory ceremony,Women,Sat,11-Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,20km Race Walk: victory ceremony.,Women,Sat,11-Aug,18:45,21:30,2:45,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,5000m: round 1,Men,Wed,8-Aug,10:00,13:40,3:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Pole Vault: qualifying,Men,Wed,8-Aug,10:00,13:40,3:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"Decathlon: 100m, long jump, shot put",Men,Wed,8-Aug,10:00,13:40,3:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,800m: round 1,Women,Wed,8-Aug,10:00,13:40,3:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Hammer: qualifying.,Women,Wed,8-Aug,10:00,13:40,3:40,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,50km Race Walk,Men,Sat,11-Aug,9:00,13:20,4:20,"The Mall, London",51.5037329,-0.1360348,750
Athletics,800m: round 1,Men,Mon,6-Aug,10:00,12:20,2:20,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Discus: qualifying,Men,Mon,6-Aug,10:00,12:20,2:20,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,100m Hurdles: round 1,Women,Mon,6-Aug,10:00,12:20,2:20,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,1500m: round 1,Women,Mon,6-Aug,10:00,12:20,2:20,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Shot Put: qualifying.,Women,Mon,6-Aug,10:00,12:20,2:20,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,100m: victory ceremony,Men,Sun,5-Aug,18:50,21:55,3:05,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"400m: final, victory ceremony",Men,Sun,5-Aug,18:50,21:55,3:05,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,400m Hurdles: round 1,Men,Sun,5-Aug,18:50,21:55,3:05,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,"Triple Jump: final, victory ceremony",Men,Sun,5-Aug,18:50,21:55,3:05,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Marathon: victory ceremony.,Men,Sun,5-Aug,18:50,21:55,3:05,"Olympic Stadium, Stratford, London",51.53875495,-0.016479492,200
Athletics,Marathon,Men,Sun,12-Aug,11:00,13:40,2:40,"The Mall, London",51.5037329,-0.1360348,750
Athletics,20km Race Walk,Women,Sat,11-Aug,17:00,18:45,1:45,"The Mall, London",51.5037329,-0.1360348,750
Athletics,Marathon,Women,Sun,5-Aug,11:00,14:00,3:00,"The Mall, London",51.5037329,-0.1360348,750
Badminton,Doubles: quarter-finals,Men,Thur,2-Aug,9:00,10:00,1:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Doubles: semi-finals,Men,Sat,4-Aug,9:00,12:00,3:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Doubles: bronze medal match,Women,Sat,4-Aug,9:00,12:00,3:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Singles: bronze medal match,Men,Sun,5-Aug,9:00,11:00,2:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Doubles: bronze medal match,Men,Sun,5-Aug,9:00,11:00,2:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,"Singles: gold medal match, victory ceremony",Men,Sun,5-Aug,13:00,16:00,3:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,"Doubles: gold medal match, victory ceremony",Men,Sun,5-Aug,13:00,16:00,3:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Singles: semi-finals,Men,Fri,3-Aug,13:30,17:00,3:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,"Mixed Doubles: gold medal match, victory ceremony",Men,Fri,3-Aug,13:30,17:00,3:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Doubles: semi-finals,Men,Thur,2-Aug,17:00,20:00,3:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Singles: round of 16,Men & Women,Wed,1-Aug,9:00,10:00,1:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Mixed Doubles: quarter-finals,Men & Women,Wed,1-Aug,9:00,10:00,1:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Singles: round of 16,Men & Women,Wed,1-Aug,12:30,15:30,3:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Mixed Doubles: quarter-finals,Men & Women,Wed,1-Aug,12:30,15:30,3:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,"Singles, Doubles: preliminaries",Men & Women,Sat,28-Jul,8:30,11:00,2:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Mixed Doubles: preliminaries,Men & Women,Sat,28-Jul,8:30,11:00,2:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,"Singles, Doubles: preliminaries",Men & Women,Sat,28-Jul,12:30,17:00,4:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Mixed Doubles: preliminaries,Men & Women,Sat,28-Jul,12:30,17:00,4:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,"Singles, Doubles: preliminaries",Men & Women,Sat,28-Jul,18:30,23:00,4:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Mixed Doubles: preliminaries,Men & Women,Sat,28-Jul,18:30,23:00,4:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,"Singles, Doubles: preliminaries",Men & Women,Sun,29-Jul,8:30,9:30,1:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Mixed Doubles: preliminaries,Men & Women,Sun,29-Jul,8:30,9:30,1:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,"Singles, Doubles: preliminaries",Men & Women,Sun,29-Jul,12:30,17:00,4:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Mixed Doubles: preliminaries,Men & Women,Sun,29-Jul,12:30,17:00,4:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,"Singles, Doubles: preliminaries",Men & Women,Sun,29-Jul,18:30,23:00,4:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Mixed Doubles: preliminaries,Men & Women,Sun,29-Jul,18:30,23:00,4:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,"Singles, Doubles: preliminaries",Men & Women,Mon,30-Jul,8:30,9:30,1:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Mixed Doubles: preliminaries,Men & Women,Mon,30-Jul,8:30,9:30,1:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,"Singles, Doubles: preliminaries",Men & Women,Mon,30-Jul,12:30,17:00,4:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Mixed Doubles: preliminaries,Men & Women,Mon,30-Jul,12:30,17:00,4:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,"Singles, Doubles: preliminaries",Men & Women,Mon,30-Jul,18:30,23:00,4:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Mixed Doubles: preliminaries,Men & Women,Mon,30-Jul,18:30,23:00,4:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,"Singles, Doubles: preliminaries",Men & Women,Tue,31-Jul,8:30,9:30,1:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Mixed Doubles: preliminaries,Men & Women,Tue,31-Jul,8:30,9:30,1:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,"Singles, Doubles: preliminaries",Men & Women,Tue,31-Jul,12:30,17:00,4:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Mixed Doubles: preliminaries,Men & Women,Tue,31-Jul,12:30,17:00,4:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,"Singles, Doubles: preliminaries",Men & Women,Tue,31-Jul,18:30,23:00,4:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Mixed Doubles: preliminaries,Men & Women,Tue,31-Jul,18:30,23:00,4:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Singles: round of 16,Men & Women,Wed,1-Aug,17:00,21:00,4:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Doubles: quarter-finals,Women,Wed,1-Aug,17:00,21:00,4:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,"Singles: bronze medal match, gold medal match, victory ceremony",Women,Sat,4-Aug,13:30,17:00,3:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,"Doubles: gold medal match, victory ceremony",Women,Sat,4-Aug,13:30,17:00,3:30,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Singles: quarter-finals,Women,Thur,2-Aug,12:30,15:30,3:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Mixed Doubles: semi-finals,Women,Thur,2-Aug,12:30,15:30,3:00,"Wembley Arena, London",51.55813974,-0.282667279,200
Badminton,Singles: semi-finals,Women,Fri,3-Aug,9:00,12:00,3:00,"Wembley Arena, London",51.55813974,-0.282667279,200
